Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2014","2014","million USD","1067.5","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2014","2014","million USD","810.79","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2015","2015","million SLC","6871","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2015","2015","million USD","852.04","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2015","2015","million USD","852.04","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2016","2016","million SLC","6830","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2016","2016","million USD","813.08","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2016","2016","million USD","860.71","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2017","2017","million SLC","7921","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2017","2017","million USD","957.61","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2017","2017","million USD","959.06","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2018","2018","million SLC","7294","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2018","2018","million USD","896.9","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2018","2018","million USD","827.36","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2019","2019","million SLC","7892","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2019","2019","million USD","896.82","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2019","2019","million USD","900.12","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2020","2020","million SLC","10337","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2020","2020","million USD","1097.83","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2020","2020","million USD","1209.43","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2021","2021","million SLC","12838","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2021","2021","million USD","1494.53","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2021","2021","million USD","1282.68","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2022","2022","million SLC","17616","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2022","2022","million USD","1832.3","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2022","2022","million USD","1374.28","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2023","2023","million SLC","16342","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2023","2023","million USD","1547.05","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2023","2023","million USD","1426.25","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2010","2010","million SLC","1431","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2010","2010","million USD","237","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2010","2010","million USD","196","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2011","2011","million SLC","1542","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2011","2011","million USD","275","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2011","2011","million USD","198","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2012","2012","million SLC","1716","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2012","2012","million USD","295","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2012","2012","million USD","213","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2013","2013","million SLC","1310","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2013","2013","million USD","223","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2013","2013","million USD","158","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2014","2014","million SLC","1315","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2014","2014","million USD","209","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2014","2014","million USD","158","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2015","2015","million SLC","1410","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2015","2015","million USD","175","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2015","2015","million USD","175","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2016","2016","million SLC","1643","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2016","2016","million USD","196","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2016","2016","million USD","207","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2017","2017","million SLC","1872","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2017","2017","million USD","226","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2017","2017","million USD","227","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2018","2018","million SLC","1658","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2018","2018","million USD","204","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2018","2018","million USD","188","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2019","2019","million SLC","1855","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2019","2019","million USD","211","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2019","2019","million USD","212","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2020","2020","million SLC","1947","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2020","2020","million USD","207","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2020","2020","million USD","228","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2021","2021","million SLC","1970","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2021","2021","million USD","229","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2021","2021","million USD","197","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2022","2022","million SLC","1830","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2022","2022","million USD","190","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2022","2022","million USD","143","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23179","Protection of Biodiversity and Landscape (central government expenditure)","2023","2023","million SLC","2242","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23179","Protection of Biodiversity and Landscape (central government expenditure)","2023","2023","million USD","212","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23179","Protection of Biodiversity and Landscape (central government expenditure)","2023","2023","million USD","196","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2010","2010","million SLC","3499","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2010","2010","million USD","579","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2010","2010","million USD","478","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2011","2011","million SLC","3164","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2011","2011","million USD","565","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2011","2011","million USD","405","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2012","2012","million SLC","2587","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2012","2012","million USD","445","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2012","2012","million USD","321","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2013","2013","million SLC","1786","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2013","2013","million USD","304","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2013","2013","million USD","216","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2014","2014","million SLC","1172","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2014","2014","million USD","186","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2014","2014","million USD","141","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2015","2015","million SLC","1138","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2015","2015","million USD","141","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2015","2015","million USD","141","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2016","2016","million SLC","1140","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2016","2016","million USD","136","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2016","2016","million USD","144","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2017","2017","million SLC","1166","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2017","2017","million USD","141","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2017","2017","million USD","141","X","Figure from external organization","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2018","2018","million SLC","1155","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2018","2018","million USD","142","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2018","2018","million USD","131","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2019","2019","million SLC","1244","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2019","2019","million USD","141","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2019","2019","million USD","142","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2020","2020","million SLC","1173","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2020","2020","million USD","125","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2020","2020","million USD","137","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2021","2021","million SLC","1203","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2021","2021","million USD","140","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2021","2021","million USD","120","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2022","2022","million SLC","1404","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2022","2022","million USD","146","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2022","2022","million USD","110","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23180","R&D Environmental Protection (central government expenditure)","2023","2023","million SLC","1451","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23180","R&D Environmental Protection (central government expenditure)","2023","2023","million USD","137","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23180","R&D Environmental Protection (central government expenditure)","2023","2023","million USD","127","A","Official figure","consolidated Central Government"
