Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23181","Protection of Biodiversity and Landscape (general government expenditure)","2019","2019","million SLC","1855","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23181","Protection of Biodiversity and Landscape (general government expenditure)","2019","2019","million USD","211","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23181","Protection of Biodiversity and Landscape (general government expenditure)","2019","2019","million USD","212","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23181","Protection of Biodiversity and Landscape (general government expenditure)","2020","2020","million SLC","1947","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23181","Protection of Biodiversity and Landscape (general government expenditure)","2020","2020","million USD","207","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23181","Protection of Biodiversity and Landscape (general government expenditure)","2020","2020","million USD","228","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23181","Protection of Biodiversity and Landscape (general government expenditure)","2021","2021","million SLC","1970","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23181","Protection of Biodiversity and Landscape (general government expenditure)","2021","2021","million USD","229","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23181","Protection of Biodiversity and Landscape (general government expenditure)","2021","2021","million USD","197","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23181","Protection of Biodiversity and Landscape (general government expenditure)","2022","2022","million SLC","1830","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23181","Protection of Biodiversity and Landscape (general government expenditure)","2022","2022","million USD","190","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23181","Protection of Biodiversity and Landscape (general government expenditure)","2022","2022","million USD","143","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23181","Protection of Biodiversity and Landscape (general government expenditure)","2023","2023","million SLC","2242","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23181","Protection of Biodiversity and Landscape (general government expenditure)","2023","2023","million USD","212","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23181","Protection of Biodiversity and Landscape (general government expenditure)","2023","2023","million USD","196","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2010","2010","million SLC","912199","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2010","2010","million USD","150922.21","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2010","2010","million USD","124630.22","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2011","2011","million SLC","969014","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2011","2011","million USD","172895.97","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2011","2011","million USD","124110.97","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2012","2012","million SLC","1013669","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2012","2012","million USD","174244.78","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2012","2012","million USD","125618.28","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2013","2013","million SLC","1073057","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2013","2013","million USD","182648","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2013","2013","million USD","129667.18","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2014","2014","million SLC","1150081","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2014","2014","million USD","182504.26","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2014","2014","million USD","138616.6","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2015","2015","million SLC","1218552","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2015","2015","million USD","151107","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2015","2015","million USD","151107","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2016","2016","million SLC","1265792","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2016","2016","million USD","150686.58","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2016","2016","million USD","159514.2","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2017","2017","million SLC","1321297","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2017","2017","million USD","159737.7","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2017","2017","million USD","159980.19","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2018","2018","million SLC","1369187","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2018","2018","million USD","168359.91","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2018","2018","million USD","155306.43","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2019","2019","million SLC","1437723","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2019","2019","million USD","163377.61","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2019","2019","million USD","163979.77","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2020","2020","million SLC","1610330","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2020","2020","million USD","171023.63","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2020","2020","million USD","188409.25","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2021","2021","million SLC","1623580","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2021","2021","million USD","189008.15","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2021","2021","million USD","162216.28","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2022","2022","million SLC","1719230","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2022","2022","million USD","178822.57","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2022","2022","million USD","134122.62","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23160","Total Expenditure (central government)","2023","2023","million SLC","1881865","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23160","Total Expenditure (central government)","2023","2023","million USD","178150.68","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23160","Total Expenditure (central government)","2023","2023","million USD","164240.35","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2010","2010","million SLC","3499","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2010","2010","million USD","579","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2010","2010","million USD","478","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2011","2011","million SLC","3164","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2011","2011","million USD","565","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2011","2011","million USD","405","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2012","2012","million SLC","2587","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2012","2012","million USD","445","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2012","2012","million USD","321","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2013","2013","million SLC","1786","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2013","2013","million USD","304","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2013","2013","million USD","216","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2014","2014","million SLC","1168","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2014","2014","million USD","185","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2014","2014","million USD","141","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2015","2015","million SLC","1135","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2015","2015","million USD","141","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2015","2015","million USD","141","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2016","2016","million SLC","1136","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2016","2016","million USD","135","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2016","2016","million USD","143","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2017","2017","million SLC","1163","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2017","2017","million USD","141","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2017","2017","million USD","141","X","Figure from external organization","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2018","2018","million SLC","1155","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2018","2018","million USD","142","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2018","2018","million USD","131","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2019","2019","million SLC","1244","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2019","2019","million USD","141","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2019","2019","million USD","142","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2020","2020","million SLC","1173","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2020","2020","million USD","125","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2020","2020","million USD","137","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2021","2021","million SLC","1203","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2021","2021","million USD","140","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2021","2021","million USD","120","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2022","2022","million SLC","1404","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2022","2022","million USD","146","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2022","2022","million USD","110","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23182","R&D Environmental Protection (general government expenditure)","2023","2023","million SLC","1451","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23182","R&D Environmental Protection (general government expenditure)","2023","2023","million USD","137","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23182","R&D Environmental Protection (general government expenditure)","2023","2023","million USD","127","A","Official figure","consolidated General Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2010","2010","million SLC","16780","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2010","2010","million USD","2776.23","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2010","2010","million USD","2292.59","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2010","2010","%","1.84","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2011","2011","million SLC","16899","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2011","2011","million USD","3015.2","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2011","2011","million USD","2164.42","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2011","2011","%","1.74","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2012","2012","million SLC","17189","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2012","2012","million USD","2954.71","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2012","2012","million USD","2130.14","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2012","2012","%","1.7","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2013","2013","million SLC","18231","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2013","2013","million USD","3103.15","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2013","2013","million USD","2203.02","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2013","2013","%","1.7","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2014","2014","million SLC","18442","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2014","2014","million USD","2926.53","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2014","2014","million USD","2222.77","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2014","2014","%","1.6","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2015","2015","million SLC","18685","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2015","2015","million USD","2317.04","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2015","2015","million USD","2317.04","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2015","2015","%","1.53","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2016","2016","million SLC","18963","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2016","2016","million USD","2257.46","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2016","2016","million USD","2389.7","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2016","2016","%","1.5","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2017","2017","million SLC","19459","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2017","2017","million USD","2352.49","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2017","2017","million USD","2356.06","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2017","2017","%","1.47","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2018","2018","million SLC","18079","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2018","2018","million USD","2223.06","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2018","2018","million USD","2050.69","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2018","2018","%","1.32","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2019","2019","million SLC","21151","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2019","2019","million USD","2403.52","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2019","2019","million USD","2412.38","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2019","2019","%","1.47","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2020","2020","million SLC","15156","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2020","2020","million USD","1609.63","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2020","2020","million USD","1773.26","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2020","2020","%","0.94","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2021","2021","million SLC","22056","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2021","2021","million USD","2567.64","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2021","2021","million USD","2203.67","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2021","2021","%","1.36","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2022","2022","million SLC","22463","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2022","2022","million USD","2336.45","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2022","2022","million USD","1752.41","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2022","2022","%","1.31","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23161","Agriculture, forestry, fishing (central government expenditure)","2023","2023","million SLC","28459","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23161","Agriculture, forestry, fishing (central government expenditure)","2023","2023","million USD","2694.13","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23161","Agriculture, forestry, fishing (central government expenditure)","2023","2023","million USD","2483.77","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6111","Share of Total Expenditure","23161","Agriculture, forestry, fishing (central government expenditure)","2023","2023","%","1.51","E","Estimated value","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2010","2010","million SLC","7073","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2010","2010","million USD","1170.22","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2010","2010","million USD","966.36","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2011","2011","million SLC","7455","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2011","2011","million USD","1330.16","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2011","2011","million USD","954.83","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2012","2012","million SLC","6846","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2012","2012","million USD","1176.79","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2012","2012","million USD","848.39","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2013","2013","million SLC","7972","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6110","Value US$","23174","Environmental protection (central government expenditure)","2013","2013","million USD","1356.94","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6184","Value US$, 2015 prices","23174","Environmental protection (central government expenditure)","2013","2013","million USD","963.33","A","Official figure","consolidated Central Government"
"IG","Government Expenditure","578","Norway","6224","Value Standard Local Currency","23174","Environmental protection (central government expenditure)","2014","2014","million SLC","6727","A","Official figure","consolidated Central Government"
