Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","104.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","108.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","106.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","106.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","105.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","106.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","104.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","104.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","107.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","106.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","105.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","104.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","105.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","110.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","107.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","106.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","105.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","105.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","103.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","106.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","109.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","110.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","109.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","108.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","112.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","111.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","111","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","110.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","109.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","106.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","107.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","109.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","108.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","107.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","107","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","109.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","108.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","106.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","105.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","105.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","104.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","106","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","110.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","110","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","110.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","112.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","120.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","119.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","119.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","119.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","119","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","116.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","118.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","120.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","118.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","121.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","124.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","127.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","131.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","130.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","128.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","129.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","129.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","127.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","129","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","128.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","125.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","129.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","131.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","133.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","137.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","136.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","133.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","134.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","135.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","132.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","135.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","137.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","136.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","90.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","92","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","92.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","92.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","92.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","92.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","91.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","91.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","92","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","92.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","92.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","93.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","92.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","93.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","93.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","93.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","93.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","93.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","93.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","92.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","93.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","93.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","93.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","93.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","93.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","94.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","94.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","94.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","94.2","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","93.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","93.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","92.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","93.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","94.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","94.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","578","Norway","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","94.7","X","Figure from external organization","base year is 2015"
